------ Begin Next Fly'm ------


"Begin Fly'm (Tue May 04 16:05:02 2021)"
"Ions Flown Separately, Comp Quality(3)"
"Number of Ions to Fly = 10000"
"Changes:","Mass","Charge","X","Y","Z","KE","Azm","Elv","Time of Birth"
" ","NO ","NO ","NO ","NO ","NO ","NO ","YES","YES","NO "


"Ion N","Mass","X","Y","Z","Azm","Elv","Vx","Vy","Vz","KE"
8657,28,158.697,139.675,150,89.1685,0.0726968,0.38274,0.0334637,-26.3716,100.932
8658,28,166.698,141.506,150,90.2137,-0.191283,-0.098319,-0.0880234,-26.3657,100.869
8659,28,164.365,144.41,150,90.0703,-0.661986,-0.0323487,-0.304687,-26.3699,100.912
8660,28,160.657,137.57,150,89.2446,0.639514,0.347561,0.294273,-26.3614,100.863
8661,28,162.936,135.866,150,89.4844,0.984057,0.237229,0.452839,-26.3624,100.879
8662,28,164.045,144.327,150,89.873,-1.1706,0.0584709,-0.538822,-26.3692,100.936
8663,28,162.492,135.894,150,89.8037,0.416502,0.0903355,0.191651,-26.3637,100.858
8664,28,163.48,144.211,150,89.9179,-0.588972,0.0377737,-0.271065,-26.3685,100.899
8665,28,166.738,142.123,150,90.7902,-0.918284,-0.363558,-0.422563,-26.3608,100.874
8666,28,165.882,143.496,150,90.2424,-0.503193,-0.111531,-0.231541,-26.3634,100.858
8667,28,168.387,139.513,150,90.4039,0.0224665,-0.185879,0.0103405,-26.3706,100.908
8668,28,166.68,136.782,150,90.6351,0.692757,-0.292203,0.318774,-26.362,100.865
8669,28,162.797,144.03,150,89.7035,-0.80128,0.136458,-0.368759,-26.3661,100.892
8670,28,166.178,143.321,150,90.2758,-0.495157,-0.1269,-0.227842,-26.3632,100.857
8671,28,164.494,144.376,150,90.1985,-0.909455,-0.091351,-0.418589,-26.3688,100.916
8672,28,165.341,137.209,150,90.1108,0.197535,-0.0509938,0.0909117,-26.3692,100.894
8673,28,161.936,136.447,150,89.3668,0.812622,0.291376,0.373946,-26.3625,100.875
8674,28,163.696,143.071,150,89.973,-0.326394,0.0124225,-0.150226,-26.3706,100.907
8675,28,162.139,136.945,150,89.8259,0.249481,0.0801017,0.114801,-26.3649,100.863
8676,28,167.1,138.117,150,90.9346,0.769992,-0.430026,0.354338,-26.3615,100.879
8677,28,165.041,142.678,150,90.0875,-0.285762,-0.0402474,-0.131515,-26.3686,100.891
8678,28,160.445,141.811,150,89.1985,-0.727953,0.368776,-0.334971,-26.361,100.866
8679,28,164.044,142.103,150,90.0033,-0.209842,-0.00154004,-0.0965939,-26.3741,100.932
8680,28,163.818,135.14,150,89.9708,0.5185,0.0134296,0.238654,-26.3713,100.917
8681,28,168.856,139.327,150,90.5368,0.0768015,-0.247029,0.0353461,-26.3679,100.892
8682,28,160.213,142.149,150,89.5117,-0.433874,0.224654,-0.199639,-26.3621,100.852
8683,28,169.334,140.012,150,90.8039,-0.0708636,-0.370041,-0.0326206,-26.3723,100.937
8684,28,159.995,141.389,150,89.6032,-0.242099,0.182607,-0.111403,-26.3641,100.861
8685,28,160.686,142.589,150,89.4592,-0.60557,0.24884,-0.278641,-26.3613,100.853
8686,28,168.838,138.985,150,90.5902,0.16008,-0.27161,0.0736733,-26.3676,100.892
8687,28,163.382,143.663,150,89.5928,-1.11159,0.187362,-0.511577,-26.3647,100.902
8688,28,164.62,135.046,150,90.1218,0.596378,-0.056044,0.274484,-26.3695,100.907
8689,28,163.081,142.823,150,89.403,-1.21186,0.274698,-0.557663,-26.3605,100.882
8690,28,160.514,141.123,150,88.9847,-0.788575,0.467159,-0.362893,-26.361,100.881
8691,28,168.637,138.725,150,90.7811,0.346643,-0.359451,0.159526,-26.3649,100.882
8692,28,160.442,137.915,150,89.6467,0.215168,0.162573,0.0990089,-26.3639,100.858
8693,28,162.238,142.192,150,89.8583,-0.24494,0.0652167,-0.112714,-26.3655,100.867
8694,28,162.865,141.068,150,89.9248,-0.122737,0.034597,-0.0564961,-26.3734,100.926
8695,28,164.006,144.411,150,89.9911,-1.18938,0.00411367,-0.547546,-26.3731,100.966
8696,28,164.082,134.731,150,90.0269,0.775181,-0.012367,0.356848,-26.374,100.948
8697,28,159.921,138.853,150,89.0098,0.533562,0.455657,0.245539,-26.3621,100.878
8698,28,163.045,144.189,150,89.7572,-0.79547,0.111705,-0.366072,-26.3654,100.885
8699,28,167.75,137.546,150,90.6073,0.464612,-0.279425,0.213789,-26.3623,100.858
8700,28,164.036,144.626,150,90.0256,-0.966571,-0.0117991,-0.444974,-26.3744,100.961
8701,28,159.086,140.167,150,89.4727,-0.0782897,0.242666,-0.0360331,-26.3694,100.904
8702,28,168.375,138.969,150,90.9558,0.449584,-0.439836,0.206901,-26.3636,100.884
8703,28,163.337,135.611,150,89.5751,1.03507,0.195528,0.476342,-26.364,100.892
8704,28,168.451,138.829,150,90.4646,0.135691,-0.213792,0.062445,-26.3666,100.88
8705,28,162.909,135.761,150,89.5182,0.951174,0.221689,0.437709,-26.3629,100.88
8706,28,160.436,137.56,150,89.5895,0.296703,0.188858,0.136521,-26.3624,100.849
8707,28,164.634,144.145,150,90.0961,-0.569903,-0.0442377,-0.262286,-26.3683,100.897
8708,28,159.462,141.336,150,89.4121,-0.334936,0.270525,-0.154124,-26.3636,100.864
8709,28,159.94,141.57,150,89.5691,-0.287332,0.198254,-0.132215,-26.3635,100.858
8710,28,163.605,144.028,150,89.6985,-1.0732,0.138717,-0.493909,-26.3652,100.901
8711,28,162.122,143.352,150,89.5177,-0.873804,0.221922,-0.4021,-26.3629,100.875
8712,28,159.528,140.061,150,89.5845,-0.0531665,0.191244,-0.0244711,-26.371,100.912
8713,28,166.131,140.604,150,90.1468,-0.0915091,-0.0675801,-0.0421174,-26.3705,100.904
8714,28,164.895,135.106,150,90.2029,0.662078,-0.0933705,0.304695,-26.3668,100.889
8715,28,159.413,139.677,150,88.8889,0.348422,0.51133,0.16036,-26.3649,100.901
8716,28,163.051,136.195,150,89.4065,1.08137,0.273073,0.497627,-26.3619,100.884
8717,28,159.973,141.929,150,89.4702,-0.421236,0.243776,-0.193823,-26.3618,100.851
8718,28,163.335,139.419,150,89.9587,0.00230297,0.0190161,0.00106021,-26.377,100.953
8719,28,162.885,144.045,150,89.8195,-0.610644,0.0830492,-0.28101,-26.3657,100.878
8720,28,161.885,136.034,150,89.5337,0.66829,0.214539,0.307514,-26.3627,100.863
8721,28,167.675,137.465,150,90.4925,0.372816,-0.226628,0.171544,-26.3622,100.851
8722,28,161.7,137.691,150,89.0887,0.911659,0.419293,0.41952,-26.3603,100.876
8723,28,166.989,141.538,150,90.9235,-0.915442,-0.42491,-0.421255,-26.3599,100.873
8724,28,159.856,141.683,150,89.2927,-0.531302,0.325444,-0.244491,-26.3633,100.872
8725,28,163.228,136.022,150,89.464,1.09462,0.246607,0.503724,-26.3621,100.885
8726,28,168.128,140.087,150,90.3561,-0.0541878,-0.163913,-0.0249405,-26.3704,100.906
8727,28,160.598,138.718,150,88.9374,0.711588,0.488923,0.327456,-26.3603,100.875
8728,28,161.763,142.446,150,89.2859,-1.00835,0.328562,-0.464017,-26.3612,100.878
8729,28,159.978,137.824,150,89.4538,0.352952,0.251296,0.162404,-26.362,100.851
8730,28,159.274,139.562,150,88.9547,0.320298,0.48103,0.147412,-26.3649,100.897
8731,28,163.827,142.221,150,89.9874,-0.222234,0.00579278,-0.102294,-26.373,100.924
8732,28,162.756,142.569,150,89.8973,-0.277696,0.0472771,-0.1278,-26.3681,100.888
8733,28,167.155,137.536,150,90.7766,0.690699,-0.357321,0.31784,-26.3622,100.872
8734,28,167.929,142.045,150,90.5675,-0.485093,-0.261105,-0.22321,-26.3621,100.855
8735,28,160.041,141.745,150,89.5689,-0.316514,0.198344,-0.14564,-26.363,100.854
8736,28,160.148,142.112,150,89.4766,-0.454797,0.240822,-0.209268,-26.3621,100.853
8737,28,168.521,141.356,150,90.6732,-0.403928,-0.309791,-0.185882,-26.3644,100.875
8738,28,168.887,139.799,150,90.5088,-0.0118108,-0.234195,-0.0054366,-26.3727,100.927
8739,28,162.71,136.684,150,89.8802,0.260097,0.0551437,0.119699,-26.3677,100.884
8740,28,163.174,136.12,150,89.9125,0.324632,0.0402892,0.149401,-26.3682,100.888
8741,28,161.003,142.314,150,89.2857,-0.818481,0.328635,-0.376628,-26.3611,100.867
8742,28,166.59,141.642,150,90.2063,-0.204206,-0.0949441,-0.0939729,-26.3665,100.875
8743,28,160.112,138.198,150,89.1644,0.558176,0.384496,0.256863,-26.3629,100.876
8744,28,168.727,139.002,150,90.53,0.132178,-0.243919,0.0608316,-26.3677,100.891
8745,28,164.287,143.115,150,90.0261,-0.333101,-0.0119909,-0.153312,-26.3706,100.907
8746,28,167.157,137.817,150,90.2933,0.198869,-0.134966,0.0915096,-26.3642,100.859
8747,28,167.059,137.188,150,90.3396,0.304452,-0.15624,0.140086,-26.3626,100.849
8748,28,168.098,139.523,150,91.1606,0.487058,-0.534111,0.224159,-26.3632,100.895
8749,28,162.005,137.265,150,89.1518,0.937921,0.390265,0.43159,-26.3597,100.87
8750,28,160.102,141.706,150,89.2256,-0.627594,0.356343,-0.288795,-26.3619,100.867
8751,28,166.706,136.843,150,90.6511,0.696802,-0.299576,0.320641,-26.3623,100.868
8752,28,167.826,137.803,150,90.7126,0.516608,-0.327893,0.23772,-26.3622,100.863
8753,28,163.511,144.341,150,89.7879,-0.93052,0.0975878,-0.428273,-26.368,100.912
8754,28,167.049,138.789,150,90.2365,0.075625,-0.108832,0.0348043,-26.3685,100.89
8755,28,158.923,139.952,150,88.9139,-0.113897,0.499948,-0.0524305,-26.3704,100.939
8756,28,163.968,137.337,150,89.9978,0.166748,0.00102978,0.0767567,-26.374,100.931
8757,28,162.118,136.127,150,89.7624,0.402576,0.109342,0.185243,-26.3636,100.857
8758,28,166.419,136.263,150,90.3641,0.478927,-0.167516,0.220367,-26.3621,100.85
8759,28,161.827,141.944,150,89.8263,-0.226593,0.0799171,-0.104274,-26.3663,100.873
8760,28,165.836,142.725,150,90.1692,-0.32182,-0.0778366,-0.148087,-26.3645,100.861
8761,28,167.827,140.892,150,91.043,-0.684942,-0.479908,-0.315201,-26.3612,100.879
8762,28,168.924,139.778,150,91.0892,0.209832,-0.501341,0.096589,-26.3692,100.931
8763,28,162.919,137.461,150,89.9163,0.164696,0.0385278,0.0758006,-26.37,100.9
8764,28,160.419,137.534,150,89.3184,0.548932,0.313627,0.252598,-26.3627,100.867
8765,28,161.778,143.112,150,89.7496,-0.430421,0.115236,-0.198055,-26.3635,100.857
8766,28,166.208,142.252,150,90.7661,-1.04585,-0.35247,-0.481271,-26.3606,100.879
8767,28,168.221,138.156,150,90.71,0.425824,-0.326716,0.195953,-26.3634,100.87
8768,28,166.444,142.154,150,90.2098,-0.264093,-0.0965404,-0.121526,-26.3651,100.865
8769,28,160.266,138.889,150,88.9395,0.628602,0.487974,0.289281,-26.3618,100.883
8770,28,159.914,141.805,150,89.3353,-0.521386,0.305865,-0.23992,-26.3626,100.865
8771,28,159.381,138.993,150,89.51,0.120193,0.225529,0.0553157,-26.368,100.891
8772,28,166.709,143.075,150,90.4615,-0.65626,-0.212346,-0.301964,-26.3615,100.854
8773,28,164.071,134.717,150,90.0273,0.821424,-0.0125467,0.378133,-26.3737,100.948
8774,28,164.112,144.523,150,90.0991,-1.00917,-0.0456328,-0.464525,-26.3708,100.937
8775,28,159.569,141.141,150,89.5225,-0.238137,0.219701,-0.109578,-26.3634,100.857
8776,28,164.701,139.846,150,90.0433,-0.0284729,-0.0199358,-0.0131088,-26.3786,100.965
8777,28,166.433,142.762,150,90.2478,-0.36848,-0.114,-0.169555,-26.3639,100.858
8778,28,159.575,138.403,150,89.4647,0.24061,0.246325,0.110725,-26.3653,100.874
8779,28,161.202,141.419,150,89.7782,-0.184183,0.102044,-0.0847539,-26.3651,100.864
8780,28,158.857,139.439,150,89.3306,0.0915013,0.308086,0.0421149,-26.3695,100.909
8781,28,161.951,136.671,150,89.3043,0.858898,0.320084,0.395225,-26.3609,100.867
8782,28,162.253,135.877,150,89.7522,0.459301,0.114038,0.211351,-26.3644,100.864
8783,28,162.212,143.722,150,89.7116,-0.622279,0.132698,-0.286344,-26.3635,100.864
8784,28,164.29,144.511,150,90.0677,-0.728806,-0.0311517,-0.335455,-26.3707,100.921
8785,28,165.21,139.628,150,90.0765,-0.012274,-0.0351969,-0.00565066,-26.3775,100.957
8786,28,166.703,140.703,150,90.1953,-0.106005,-0.0899,-0.0487893,-26.3704,100.903
8787,28,162.695,143.791,150,89.6198,-0.888392,0.174966,-0.408821,-26.3637,100.88
8788,28,164.163,135.497,150,90.0214,0.423319,-0.00983029,0.194845,-26.3715,100.916
8789,28,164.072,134.714,150,90.029,0.833003,-0.01337,0.383468,-26.3739,100.95
8790,28,169.07,139.891,150,91.1104,0.00936744,-0.511154,0.0043126,-26.373,100.96
8791,28,164.338,135.165,150,90.2669,1.01927,-0.122811,0.469109,-26.3668,100.909
8792,28,164.533,137.809,150,90.0385,0.128453,-0.0177097,0.0591242,-26.3719,100.914
8793,28,160.821,140.871,150,89.7536,-0.130452,0.113397,-0.0600366,-26.3684,100.889
8794,28,165.061,143.047,150,90.5611,-1.14237,-0.258169,-0.525676,-26.3606,100.877
8795,28,163.264,143.729,150,89.9143,-0.453155,0.0394357,-0.208545,-26.3674,100.885
8796,28,166.464,143.17,150,90.4827,-0.73747,-0.222113,-0.339345,-26.3622,100.863
8797,28,165.296,142.367,150,90.1032,-0.253386,-0.0474842,-0.116617,-26.3694,100.896
8798,28,166.324,141.062,150,90.168,-0.134675,-0.0773091,-0.0619817,-26.3691,100.894
8799,28,163.645,144.485,150,89.8521,-0.900569,0.0680824,-0.41451,-26.3696,100.922
8800,28,160.778,137.091,150,89.3894,0.566705,0.280929,0.260764,-26.3617,100.857
8801,28,159.291,140.456,150,89.517,-0.122729,0.222282,-0.0564844,-26.3686,100.896
8802,28,163.795,144.344,150,89.804,-1.04604,0.0901933,-0.48148,-26.3696,100.931
8803,28,164.312,135.471,150,90.0418,0.433982,-0.0192348,0.199742,-26.37,100.905
8804,28,161.422,136.368,150,89.5899,0.503022,0.188694,0.231455,-26.3621,100.851
8805,28,164.379,134.995,150,90.2129,0.943006,-0.0979952,0.434041,-26.3692,100.921
8806,28,159.548,138.376,150,89.4285,0.267057,0.262987,0.122892,-26.3644,100.868
8807,28,165.657,136.633,150,90.1651,0.284847,-0.0759561,0.13107,-26.3639,100.855
8808,28,169.128,139.832,150,91.0503,0.0722411,-0.4835,0.0332562,-26.3717,100.946
8809,28,168.311,138.396,150,90.4881,0.215853,-0.224616,0.0993268,-26.3642,100.863
8810,28,168.319,141.573,150,90.6767,-0.464928,-0.311372,-0.213946,-26.3634,100.87
8811,28,169.026,139.448,150,90.592,0.0671604,-0.272457,0.0309116,-26.3699,100.909
8812,28,165.386,142.708,150,90.1201,-0.300869,-0.0552708,-0.138458,-26.3669,100.878
8813,28,158.963,139.333,150,89.3856,0.0986399,0.28276,0.0453996,-26.3692,100.905
8814,28,165.756,142.48,150,90.1505,-0.283208,-0.0692531,-0.130319,-26.3645,100.86
8815,28,159.608,140.202,150,88.8691,-0.460911,0.520444,-0.212135,-26.3648,100.905
8816,28,167.091,137.116,150,90.6576,0.628989,-0.302581,0.289433,-26.3622,100.865
8817,28,165.007,139.889,150,90.0631,-0.0315301,-0.0290616,-0.0145157,-26.3777,100.958
8818,28,165.928,142.543,150,90.6818,-1.06726,-0.313677,-0.491098,-26.3596,100.869
8819,28,162.716,143.498,150,89.5386,-0.988481,0.212288,-0.454888,-26.3634,100.885
8820,28,167.891,142.084,150,90.5587,-0.486197,-0.257046,-0.223716,-26.3619,100.854
8821,28,166.13,138.226,150,90.1608,0.111637,-0.07402,0.051376,-26.3676,100.882
8822,28,167.904,141.61,150,90.8078,-0.636822,-0.371697,-0.293042,-26.3617,100.868
8823,28,161.55,139.852,150,89.8333,-0.0280925,0.076718,-0.0129314,-26.3739,100.93
8824,28,161.952,143.538,150,89.6197,-0.70068,0.174985,-0.322417,-26.3627,100.862
8825,28,159.983,138.119,150,89.562,0.231748,0.201554,0.10664,-26.364,100.861
8826,28,164.711,144.362,150,90.1575,-0.723246,-0.0725033,-0.332873,-26.3688,100.907
8827,28,162.551,136.14,150,89.4082,0.93316,0.272286,0.429426,-26.3629,100.882
8828,28,158.803,139.892,150,88.9582,-0.00827964,0.479597,-0.0038119,-26.3743,100.966
8829,28,164.083,144.474,150,90.1121,-1.04912,-0.0515732,-0.482899,-26.3698,100.931
8830,28,159.628,141.526,150,89.4387,-0.357188,0.258289,-0.164366,-26.364,100.867
8831,28,166.884,140.062,150,90.2069,-0.0468263,-0.0952173,-0.0215534,-26.3721,100.917
8832,28,166.305,136.191,150,90.3427,0.473252,-0.157674,0.217755,-26.3622,100.85
8833,28,158.992,139.334,150,89.1287,0.236405,0.401023,0.108806,-26.3674,100.904
8834,28,159.326,139.089,150,89.506,0.105935,0.227354,0.0487559,-26.3689,100.899
8835,28,166.138,136.808,150,90.7231,0.852816,-0.332702,0.392431,-26.3611,100.869
8836,28,160.88,136.911,150,89.5724,0.415219,0.196751,0.19105,-26.3617,100.846
8837,28,166.549,143.058,150,90.3136,-0.472897,-0.14431,-0.217592,-26.3622,100.85
8838,28,159.974,140.643,150,89.6476,-0.124382,0.162165,-0.0572433,-26.3683,100.89
8839,28,166.103,143.427,150,90.2822,-0.525939,-0.12987,-0.24201,-26.3635,100.86
8840,28,163.834,135.237,150,89.9753,0.487136,0.0113639,0.224224,-26.372,100.922
8841,28,163.861,142.23,150,89.9899,-0.222935,0.00466212,-0.102617,-26.3732,100.925
8842,28,163.461,144.374,150,89.8019,-0.889098,0.0911912,-0.409224,-26.3692,100.918
8843,28,169.036,139.308,150,90.8367,0.215571,-0.385058,0.0992174,-26.3676,100.904
8844,28,164.037,143.97,150,90.2865,-1.18868,-0.131829,-0.547086,-26.3661,100.915
8845,28,165.999,136.502,150,90.6571,0.841349,-0.302354,0.387162,-26.3621,100.873
8846,28,167.277,141.722,150,90.8548,-0.821338,-0.393309,-0.377953,-26.3609,100.873
8847,28,162.767,139.215,150,89.9207,0.0186803,0.0364984,0.00859904,-26.3748,100.936
8848,28,159.811,139.279,150,88.9181,0.481165,0.497858,0.221435,-26.3625,100.885
8849,28,167.744,138.571,150,90.9739,0.621314,-0.448155,0.285924,-26.3622,100.881
8850,28,166.94,138.706,150,90.2271,0.0815732,-0.104526,0.0375417,-26.3685,100.889
8851,28,163.887,135.474,150,89.9855,0.426912,0.00667926,0.1965,-26.3717,100.918
8852,28,168.501,138.461,150,90.565,0.247609,-0.259974,0.113945,-26.3651,100.873
8853,28,159.883,139.493,150,88.8502,0.486102,0.529101,0.223716,-26.363,100.893
8854,28,163.686,143.176,150,89.9713,-0.342842,0.013191,-0.157794,-26.3703,100.905
8855,28,162.916,136.844,150,89.9047,0.232833,0.0438383,0.107154,-26.3685,100.889
8856,28,161.411,141.931,150,89.7841,-0.239375,0.0993665,-0.110154,-26.3656,100.868
8857,28,166.866,136.872,150,90.345,0.357652,-0.158745,0.164564,-26.3622,100.847
8858,28,162.534,136.674,150,89.2633,1.01107,0.338963,0.465268,-26.3611,100.879
8859,28,168.941,139.1,150,90.6167,0.14898,-0.283842,0.0685681,-26.3687,100.902
8860,28,162.868,135.937,150,89.4674,0.981692,0.245076,0.451746,-26.3621,100.877
8861,28,166.42,136.281,150,90.4942,0.629241,-0.227385,0.289543,-26.3624,100.861
8862,28,165.192,141.883,150,90.087,-0.198438,-0.0400231,-0.0913325,-26.3707,100.906
8863,28,164.462,143.876,150,90.3479,-1.09499,-0.160096,-0.503926,-26.3645,100.898
8864,28,163.575,144.347,150,89.783,-0.960578,0.0998838,-0.442114,-26.3682,100.915
8865,28,169.034,140.529,150,90.6183,-0.173378,-0.28458,-0.0797988,-26.3692,100.906
8866,28,163.023,138.768,150,89.936,0.052026,0.0294769,0.023948,-26.3737,100.927
8867,28,165.336,136.146,150,90.1493,0.347218,-0.0686885,0.159781,-26.3656,100.87
8868,28,168.851,139.644,150,90.5081,0.01487,-0.233863,0.00684445,-26.3714,100.918
8869,28,166.278,140.97,150,90.1621,-0.125414,-0.0746208,-0.0577211,-26.3699,100.9
8870,28,165.211,135.649,150,90.4478,0.883003,-0.206072,0.406356,-26.3645,100.887
8871,28,160.279,142.231,150,89.4217,-0.542424,0.26606,-0.249584,-26.3612,100.851
8872,28,161.542,137.581,150,89.7873,0.19148,0.0978841,0.0881125,-26.3653,100.866
8873,28,163.895,144.376,150,89.9821,-0.619991,0.00824254,-0.285376,-26.3717,100.924
8874,28,161.09,140.213,150,89.7898,-0.0608735,0.0967249,-0.0280178,-26.3709,100.908
8875,28,164.22,144.388,150,90.1816,-1.02386,-0.0835885,-0.471276,-26.37,100.932
8876,28,159.515,141.421,150,89.3699,-0.38542,0.289954,-0.177358,-26.3637,100.868
8877,28,163.267,137.18,150,89.9413,0.189451,0.0270176,0.0871951,-26.3703,100.903
8878,28,163.53,144.291,150,89.7651,-0.965092,0.108084,-0.444181,-26.3675,100.91
8879,28,158.89,140.061,150,88.9808,-0.198086,0.469172,-0.0911869,-26.3713,100.942
8880,28,158.698,139.99,150,89.0957,-0.0770092,0.41628,-0.0354509,-26.3726,100.944
8881,28,162.887,135.871,150,89.8665,0.385766,0.0614525,0.177528,-26.3669,100.88
8882,28,160.424,138.157,150,89.1156,0.646037,0.406943,0.297298,-26.3625,100.879
8883,28,161.986,142.826,150,89.3879,-0.985588,0.281629,-0.453545,-26.3621,100.88
8884,28,168.167,138.423,150,90.4397,0.187216,-0.202314,0.0861482,-26.3641,100.861
8885,28,162.426,135.741,150,89.7682,0.477004,0.106667,0.219498,-26.3644,100.865
8886,28,165.646,141.711,150,90.1215,-0.189748,-0.0559271,-0.087323,-26.3677,100.883
8887,28,168.313,140.337,150,91.1077,-0.497547,-0.509731,-0.22898,-26.363,100.891
8888,28,168.383,140.266,150,91.1133,-0.471717,-0.512321,-0.217103,-26.3642,100.9
8889,28,164.579,144.227,150,90.0951,-0.602913,-0.0437637,-0.277475,-26.3679,100.894
8890,28,159.853,138.905,150,89.0105,0.516767,0.455324,0.237813,-26.3625,100.88
8891,28,164.847,135.209,150,90.1493,0.554645,-0.0687229,0.255255,-26.3674,100.889
8892,28,164.409,144.039,150,90.0551,-0.518888,-0.0253549,-0.238812,-26.369,100.899
8893,28,165.708,136.889,150,90.778,0.973158,-0.357952,0.447804,-26.36,100.87
8894,28,165.955,135.885,150,90.3144,0.517109,-0.144655,0.237942,-26.3629,100.856
8895,28,160.008,141.981,150,89.4505,-0.450158,0.25281,-0.207131,-26.3618,100.852
8896,28,167.372,137.506,150,90.3649,0.276611,-0.167896,0.127277,-26.3627,100.849
8897,28,163.658,134.837,150,89.9122,0.700127,0.0404179,0.322248,-26.3702,100.916
8898,28,160.734,139.501,150,89.7538,0.0073323,0.11334,0.00337487,-26.3715,100.912
8899,28,167.59,142.268,150,90.4375,-0.4142,-0.201301,-0.190583,-26.3618,100.848
8900,28,165.912,142.838,150,90.6088,-1.00767,-0.280088,-0.463685,-26.3607,100.871
8901,28,163.253,143.502,150,89.9211,-0.408724,0.0362913,-0.1881,-26.3677,100.887
8902,28,167.552,139.835,150,90.2751,-0.0247792,-0.126614,-0.0114055,-26.3722,100.918
8903,28,168.001,138.774,150,90.9839,0.549126,-0.45275,0.252695,-26.3615,100.873
8904,28,158.799,140.382,150,89.2818,-0.173737,0.330587,-0.0799708,-26.3709,100.923
8905,28,160.198,138.978,150,88.925,0.601177,0.494669,0.276664,-26.3621,100.885
8906,28,158.764,140.028,150,89.0411,-0.121735,0.441367,-0.0560354,-26.37,100.928
8907,28,166.716,142.556,150,90.2743,-0.351342,-0.126191,-0.161662,-26.3627,100.849
8908,28,167.565,140.969,150,91.055,-0.758772,-0.485448,-0.349169,-26.3601,100.875
8909,28,162.408,136.103,150,89.8096,0.378234,0.0875915,0.174043,-26.3639,100.858
8910,28,168.357,138.237,150,90.6609,0.361467,-0.304107,0.166338,-26.3641,100.871
8911,28,159.579,140.349,150,89.5855,-0.09447,0.190771,-0.0434778,-26.3684,100.892
8912,28,162.052,140.886,150,89.8664,-0.114779,0.0614884,-0.0528267,-26.3701,100.901
8913,28,167.456,137.316,150,90.436,0.350807,-0.200616,0.161417,-26.3625,100.851
8914,28,165.576,135.547,150,90.3351,0.648265,-0.154218,0.298312,-26.3643,100.871
8915,28,161.616,143.315,150,89.6506,-0.575189,0.160781,-0.264664,-26.3624,100.855
8916,28,163.96,144.503,150,89.9167,-1.06843,0.0383204,-0.491821,-26.3713,100.944
8917,28,164.076,134.723,150,90.0334,0.857882,-0.0153833,0.394931,-26.3745,100.956
