------ Begin Next Fly'm ------


"Begin Fly'm (Tue May 04 16:05:02 2021)"
"Ions Flown Separately, Comp Quality(3)"
"Number of Ions to Fly = 10000"
"Changes:","Mass","Charge","X","Y","Z","KE","Azm","Elv","Time of Birth"
" ","NO ","NO ","NO ","NO ","NO ","NO ","YES","YES","NO "


"Ion N","Mass","X","Y","Z","Azm","Elv","Vx","Vy","Vz","KE"
3826,28,162.507,135.649,150,89.7711,0.493643,0.10531,0.227153,-26.3642,100.863
3827,28,162.163,142.827,150,89.3876,-1.02744,0.281777,-0.472776,-26.3602,100.868
3828,28,166.18,137.93,150,90.1728,0.143289,-0.0795004,0.0659404,-26.3669,100.877
3829,28,163.939,134.829,150,89.9866,0.647043,0.00617504,0.297847,-26.3733,100.937
3830,28,160.073,139.263,150,89.6653,0.043779,0.154054,0.0201483,-26.3687,100.892
3831,28,163.266,135.106,150,89.7353,0.835656,0.121806,0.384577,-26.3659,100.891
3832,28,161.062,136.861,150,89.6302,0.376204,0.170169,0.173099,-26.3619,100.846
3833,28,168.857,139.996,150,91.115,-0.268672,-0.513161,-0.123666,-26.3672,100.918
3834,28,162.757,135.539,150,89.5852,0.837857,0.190856,0.385579,-26.3648,100.886
3835,28,165.626,140.134,150,90.1052,-0.0506001,-0.0484247,-0.0232922,-26.3743,100.932
3836,28,162.293,135.716,150,89.7251,0.518552,0.126502,0.238608,-26.3633,100.858
3837,28,161.754,143.369,150,89.6884,-0.543045,0.143354,-0.249873,-26.3625,100.854
3838,28,166.573,142.043,150,90.2196,-0.253842,-0.10103,-0.116809,-26.3652,100.866
3839,28,166.612,140.062,150,90.1816,-0.0462008,-0.0835736,-0.0212659,-26.3727,100.921
3840,28,169.275,140.166,150,90.839,-0.146377,-0.386173,-0.0673774,-26.3704,100.925
3841,28,167.597,140.714,150,90.2931,-0.121905,-0.134868,-0.0561028,-26.3682,100.888
3842,28,168.252,141.689,150,90.5759,-0.405198,-0.264978,-0.186455,-26.3633,100.863
3843,28,165.927,138.1,150,90.1457,0.120471,-0.0670519,0.0554383,-26.3662,100.871
3844,28,168.354,140.42,150,90.4028,-0.103086,-0.185356,-0.0474428,-26.3682,100.891
3845,28,165.047,139.291,150,90.067,0.0123992,-0.0308281,0.00570784,-26.3754,100.941
3846,28,163.543,143.314,150,89.5201,-1.22154,0.220831,-0.562142,-26.3621,100.892
3847,28,166.706,137.575,150,90.8464,0.809771,-0.389448,0.372629,-26.361,100.872
3848,28,167.713,142.206,150,90.469,-0.43041,-0.215768,-0.19804,-26.3616,100.847
3849,28,161.103,137.428,150,89.2132,0.743618,0.362021,0.342183,-26.3612,100.868
3850,28,169.218,140.353,150,90.7454,-0.175711,-0.343081,-0.0808803,-26.3712,100.926
3851,28,162.926,135.934,150,89.4649,0.997332,0.24621,0.458948,-26.3623,100.88
3852,28,166.555,142.613,150,90.6598,-0.888873,-0.303571,-0.409026,-26.3615,100.872
3853,28,168.317,139.506,150,91.1159,0.436869,-0.513548,0.201064,-26.3642,100.899
3854,28,166.632,138.878,150,90.1925,0.0592523,-0.0885992,0.0272705,-26.3699,100.899
3855,28,162.639,138.288,150,89.905,0.0937006,0.0437327,0.0431278,-26.3716,100.912
3856,28,166.647,137.51,150,90.2412,0.210861,-0.110974,0.0970294,-26.3648,100.862
3857,28,166.851,142.748,150,90.5892,-0.759937,-0.271108,-0.349682,-26.3615,100.862
3858,28,168.733,139.024,150,90.5278,0.127701,-0.242926,0.0587714,-26.3679,100.892
3859,28,166.654,138.092,150,90.2159,0.139825,-0.0993562,0.0643438,-26.3659,100.869
3860,28,166.195,142.03,150,90.8279,-1.07423,-0.380937,-0.494324,-26.3598,100.877
3861,28,166.521,136.324,150,90.3985,0.502313,-0.183352,0.23113,-26.3623,100.852
3862,28,167.108,138.611,150,91.0629,0.791088,-0.489067,0.364043,-26.3601,100.878
3863,28,158.845,140.399,150,89.1981,-0.215821,0.369055,-0.0993352,-26.3687,100.91
3864,28,167.258,138.241,150,90.2841,0.146837,-0.130707,0.0675668,-26.3641,100.857
3865,28,165.875,143.669,150,90.302,-0.621367,-0.13895,-0.285923,-26.3634,100.863
3866,28,169.264,140.132,150,90.8725,-0.144306,-0.401608,-0.0664269,-26.3712,100.932
3867,28,169.06,140.566,150,90.7709,-0.255977,-0.354766,-0.117812,-26.3675,100.9
3868,28,163.106,140.44,150,89.9435,-0.0727099,0.0260215,-0.0334693,-26.374,100.93
3869,28,159.443,141.328,150,89.3879,-0.349788,0.281635,-0.16096,-26.3636,100.866
3870,28,160.44,141.774,150,89.657,-0.272942,0.157831,-0.125592,-26.3634,100.855
3871,28,164.466,134.973,150,90.2165,0.894916,-0.0996607,0.411906,-26.3694,100.92
3872,28,163.915,135.549,150,89.9896,0.408762,0.00479791,0.18815,-26.3723,100.922
3873,28,166.975,136.875,150,90.5925,0.6064,-0.272621,0.279038,-26.3626,100.864
3874,28,161.988,142.578,150,89.8189,-0.306864,0.0833318,-0.141206,-26.3647,100.862
3875,28,168.359,139.396,150,90.402,0.0380327,-0.185029,0.0175043,-26.3694,100.9
3876,28,167.439,138.056,150,90.3221,0.182816,-0.148228,0.0841239,-26.3645,100.861
3877,28,163.929,142.539,150,89.9946,-0.256526,0.00247985,-0.118079,-26.3732,100.925
3878,28,160.109,141.738,150,89.2356,-0.624782,0.35172,-0.2875,-26.3619,100.867
3879,28,159.251,138.741,150,89.3084,0.273222,0.318282,0.12574,-26.366,100.886
3880,28,164.798,142.327,150,90.0617,-0.240526,-0.0284152,-0.1107,-26.3697,100.898
3881,28,162.967,144.155,150,89.7504,-0.777841,0.114867,-0.357954,-26.365,100.881
3882,28,161.02,139.282,150,89.7797,0.025565,0.101395,0.0117661,-26.3698,100.899
3883,28,160.788,141.57,150,89.7236,-0.219133,0.127165,-0.100837,-26.365,100.865
3884,28,163.683,135.513,150,89.959,0.42459,0.0188853,0.195421,-26.3704,100.908
3885,28,168.019,139.681,150,90.3385,-0.00512705,-0.155785,-0.00235988,-26.3716,100.915
3886,28,168.736,138.717,150,90.6859,0.274699,-0.315635,0.12642,-26.3661,100.886
3887,28,163.955,134.706,150,89.9829,0.827815,0.00786283,0.381084,-26.3743,100.953
3888,28,165.839,137.044,150,90.1676,0.235162,-0.0771423,0.108211,-26.3647,100.861
3889,28,165.208,136.302,150,90.6328,1.02954,-0.29114,0.473766,-26.3615,100.879
3890,28,168.568,139.204,150,90.9771,0.387732,-0.449663,0.178453,-26.366,100.902
3891,28,165.815,142.515,150,90.6872,-1.09822,-0.316172,-0.505353,-26.3598,100.873
3892,28,163.543,144.193,150,89.9307,-0.572442,0.0318934,-0.263464,-26.3692,100.903
3893,28,165.108,136.541,150,90.6952,1.09306,-0.319834,0.502974,-26.3597,100.871
3894,28,159.798,138.03,150,89.4208,0.337834,0.266526,0.155459,-26.3639,100.866
3895,28,162.308,137.049,150,89.8492,0.228574,0.0694055,0.105178,-26.3645,100.859
3896,28,163.706,140.876,150,89.9816,-0.104573,0.00847486,-0.0481421,-26.3771,100.954
3897,28,159.237,138.962,150,89.447,0.148526,0.2545,0.0683536,-26.3671,100.887
3898,28,166.417,142.986,150,90.5568,-0.829118,-0.2562,-0.381527,-26.3622,100.87
3899,28,159.902,137.923,150,89.368,0.404049,0.290824,0.185924,-26.3628,100.861
3900,28,162.68,136.347,150,89.8639,0.311717,0.0626186,0.143446,-26.3661,100.873
3901,28,165.017,135.906,150,90.5282,1.00591,-0.243039,0.462902,-26.3626,100.882
3902,28,163.059,135.496,150,89.5944,0.923503,0.186656,0.424987,-26.364,100.885
3903,28,162.389,143.825,150,89.6762,-0.729197,0.149,-0.335555,-26.364,100.873
3904,28,160.816,137.008,150,89.5835,0.391269,0.191627,0.180032,-26.362,100.848
3905,28,160.235,138.642,150,89.665,0.117048,0.154149,0.0538655,-26.367,100.88
3906,28,164.553,143.667,150,90.0616,-0.434697,-0.0283699,-0.200056,-26.3681,100.89
3907,28,168.781,139.014,150,90.8386,0.313305,-0.385955,0.144197,-26.367,100.9
3908,28,162.316,143.152,150,89.826,-0.389538,0.0800725,-0.179242,-26.3636,100.856
3909,28,164.02,144.66,150,90.0122,-0.936573,-0.00562794,-0.431162,-26.3744,100.96
3910,28,168.37,138.237,150,90.6397,0.343901,-0.294339,0.158253,-26.3639,100.869
3911,28,165.247,136.597,150,90.1185,0.270743,-0.0545243,0.124597,-26.3675,100.883
3912,28,163.738,135.909,150,89.9715,0.347034,0.0131377,0.159726,-26.3706,100.907
3913,28,159.769,140.552,150,88.9326,-0.535032,0.491189,-0.246224,-26.3624,100.884
3914,28,165.581,143.645,150,90.2078,-0.513317,-0.0956362,-0.236209,-26.3645,100.866
3915,28,164.834,135.644,150,90.4478,0.995841,-0.206035,0.458292,-26.3644,100.893
3916,28,169.314,139.8,150,90.8894,0.0301973,-0.409453,0.0139019,-26.3741,100.954
3917,28,168.304,140.293,150,91.1212,-0.495106,-0.515981,-0.227861,-26.3634,100.895
3918,28,158.739,139.599,150,89.218,0.0825991,0.359942,0.0380202,-26.3706,100.923
3919,28,163.439,136.584,150,89.9492,0.25444,0.023384,0.117102,-26.3694,100.896
3920,28,163.986,134.936,150,89.9842,1.07377,0.00727699,0.494317,-26.3734,100.961
3921,28,159.763,138.591,150,89.1242,0.48459,0.403013,0.223007,-26.3637,100.882
3922,28,161.886,142.956,150,89.7832,-0.382891,0.0997705,-0.176184,-26.3636,100.856
3923,28,161.657,143.132,150,89.7215,-0.458757,0.128129,-0.211091,-26.3631,100.855
3924,28,160.229,140.674,150,88.8846,-0.670846,0.513258,-0.308721,-26.3611,100.883
3925,28,166.733,142.906,150,90.5493,-0.742876,-0.252738,-0.34184,-26.3624,100.867
3926,28,163.286,138.458,150,89.9524,0.0746943,0.0219154,0.034383,-26.3741,100.931
3927,28,158.929,140.548,150,89.3327,-0.195605,0.307116,-0.0900259,-26.3682,100.9
3928,28,161.946,143.474,150,89.7178,-0.541272,0.129839,-0.249068,-26.3637,100.863
3929,28,158.655,139.785,150,89.1918,0.0209597,0.372054,0.00964867,-26.3731,100.943
3930,28,162.237,136.314,150,89.3835,0.880576,0.28367,0.405205,-26.3616,100.87
3931,28,165.023,135.259,150,90.1886,0.576127,-0.0868067,0.265125,-26.3656,100.877
3932,28,160.607,137.4,150,89.6126,0.307185,0.178264,0.141343,-26.3624,100.848
3933,28,165.542,135.58,150,90.3854,0.720353,-0.177335,0.331492,-26.3644,100.877
3934,28,169.244,139.656,150,90.882,0.102227,-0.405982,0.0470574,-26.3715,100.935
3935,28,162.26,135.673,150,89.6777,0.586756,0.1483,0.270002,-26.3639,100.866
3936,28,166.64,141.89,150,90.2205,-0.236383,-0.10146,-0.108777,-26.3655,100.868
3937,28,161.009,142.881,150,89.5726,-0.548679,0.196631,-0.252456,-26.3611,100.846
3938,28,165.992,143.584,150,90.364,-0.690079,-0.167494,-0.31754,-26.3628,100.863
3939,28,164.638,135.041,150,90.2391,0.843312,-0.110037,0.388115,-26.3669,100.899
3940,28,166.371,142.922,150,90.2535,-0.399746,-0.116668,-0.183943,-26.3639,100.859
3941,28,167.399,142.354,150,90.639,-0.670085,-0.294024,-0.308331,-26.3611,100.857
3942,28,164.052,138.019,150,90.0038,0.107511,-0.00172735,0.0494893,-26.3742,100.932
3943,28,160.156,137.984,150,89.5875,0.235317,0.189808,0.108279,-26.3633,100.854
3944,28,168.722,141.095,150,90.6965,-0.354208,-0.320536,-0.163005,-26.3649,100.879
3945,28,164.559,143.628,150,90.4107,-1.13325,-0.188995,-0.521541,-26.3643,100.9
3946,28,162.661,143.606,150,89.564,-0.943577,0.200614,-0.434215,-26.3632,100.881
3947,28,163.749,134.915,150,89.8439,0.957066,0.071864,0.440517,-26.3695,100.924
3948,28,163.121,135.302,150,89.6579,0.878013,0.157443,0.404079,-26.3661,100.897
3949,28,164.961,144.191,150,90.2394,-0.786458,-0.110158,-0.361924,-26.3653,100.884
3950,28,160.062,141.972,150,89.3607,-0.540498,0.294149,-0.248712,-26.3625,100.863
3951,28,161.143,142.684,150,89.3892,-0.776711,0.281038,-0.357407,-26.3618,100.866
3952,28,165.207,136.125,150,90.5813,1.00004,-0.267483,0.460188,-26.3617,100.877
3953,28,160.732,141.705,150,89.1397,-0.826416,0.395847,-0.38029,-26.3609,100.873
3954,28,162.257,143.417,150,89.5333,-0.890689,0.214765,-0.409871,-26.3629,100.876
3955,28,164.723,143.506,150,90.4512,-1.12155,-0.207632,-0.516142,-26.3635,100.894
3956,28,163.537,142.032,150,89.9667,-0.206133,0.015321,-0.0948789,-26.372,100.915
3957,28,163.948,135.142,150,89.992,0.510894,0.00367869,0.235164,-26.3725,100.927
3958,28,165.807,135.723,150,90.3708,0.632419,-0.170611,0.291008,-26.3631,100.862
3959,28,159.486,138.765,150,89.1506,0.399772,0.390908,0.183981,-26.3651,100.888
3960,28,166.647,142.873,150,90.3005,-0.423253,-0.138256,-0.194747,-26.362,100.846
3961,28,169.052,139.295,150,90.6289,0.112463,-0.289471,0.0517623,-26.3694,100.907
3962,28,160.764,137.513,150,89.2427,0.661868,0.348458,0.304564,-26.3617,100.866
3963,28,163.411,144.433,150,89.8508,-0.768825,0.0686713,-0.353869,-26.37,100.918
3964,28,162.393,136.473,150,89.8334,0.308015,0.0766414,0.14173,-26.3637,100.854
3965,28,163.367,143.949,150,89.9172,-0.509614,0.0381007,-0.234533,-26.3678,100.89
3966,28,164.683,134.978,150,90.204,0.762492,-0.0939026,0.35094,-26.3689,100.91
3967,28,161.724,140.897,150,89.8397,-0.118733,0.0737788,-0.0546473,-26.3704,100.904
3968,28,165.166,143.608,150,90.1349,-0.453154,-0.0620743,-0.208539,-26.3665,100.879
3969,28,167.679,141.328,150,90.3315,-0.2082,-0.152525,-0.0958025,-26.3638,100.857
3970,28,167.094,142.499,150,90.3405,-0.385074,-0.15666,-0.177181,-26.3622,100.847
3971,28,166.825,139.294,150,90.2049,0.0227836,-0.0943221,0.0104864,-26.3709,100.907
3972,28,165.233,135.859,150,90.5086,0.934248,-0.23401,0.429926,-26.3632,100.882
3973,28,161.592,138.696,150,89.8255,0.0721348,0.0803054,0.0331995,-26.3698,100.899
3974,28,163.662,144.218,150,89.9488,-0.57199,0.023583,-0.263268,-26.3704,100.913
3975,28,163.191,142.785,150,89.9313,-0.296133,0.0315984,-0.136286,-26.3683,100.889
3976,28,169.081,140.184,150,90.5926,-0.089823,-0.272741,-0.0413433,-26.3704,100.913
3977,28,164.183,141.06,150,90.0119,-0.118372,-0.00547118,-0.0544942,-26.3768,100.951
3978,28,163.555,135.782,150,89.9485,0.371643,0.0237129,0.171042,-26.369,100.896
3979,28,159.294,138.686,150,89.363,0.248896,0.293122,0.114542,-26.3656,100.88
3980,28,166.642,143.025,150,90.3302,-0.481561,-0.151939,-0.221581,-26.3625,100.852
3981,28,168.511,140.355,150,91.0628,-0.446972,-0.489088,-0.205709,-26.3641,100.895
3982,28,166.238,137.301,150,90.2004,0.217825,-0.0922091,0.100236,-26.3653,100.866
3983,28,166.792,139.366,150,90.2007,0.0158464,-0.0923801,0.00729372,-26.3717,100.913
3984,28,164.405,135.593,150,90.4062,1.10309,-0.186944,0.507683,-26.3657,100.909
3985,28,165.313,135.47,150,90.223,0.54112,-0.102631,0.249003,-26.3643,100.866
3986,28,160.577,137.849,150,89.1785,0.659425,0.37801,0.30344,-26.3613,100.867
3987,28,168.906,139.183,150,90.8473,0.268778,-0.389932,0.123695,-26.3652,100.887
3988,28,168.622,139.602,150,90.4487,0.0150433,-0.206537,0.0069239,-26.3704,100.908
3989,28,167.715,141.958,150,90.7191,-0.649227,-0.330877,-0.298752,-26.3624,100.869
3990,28,166.239,143.301,150,90.2874,-0.501082,-0.132259,-0.230564,-26.3627,100.853
3991,28,166.03,141.563,150,90.1522,-0.181595,-0.0700185,-0.0835674,-26.3665,100.874
3992,28,162.01,143.399,150,89.753,-0.487207,0.113654,-0.224181,-26.363,100.854
3993,28,161.736,143.105,150,89.4692,-0.841573,0.244209,-0.387252,-26.3617,100.866
3994,28,159.707,138.397,150,89.2132,0.440378,0.362065,0.202655,-26.3636,100.875
3995,28,166.531,143.137,150,90.4839,-0.724316,-0.222643,-0.333292,-26.3621,100.862
3996,28,167.724,138.581,150,90.3325,0.12337,-0.153025,0.0567735,-26.3664,100.875
3997,28,160.92,139.449,150,89.7722,0.010689,0.104842,0.00491972,-26.3708,100.907
3998,28,167.899,142.04,150,90.5068,-0.423768,-0.233168,-0.194989,-26.3621,100.852
3999,28,160.419,137.507,150,89.5709,0.316972,0.197435,0.145847,-26.3622,100.848
4000,28,161.549,142.305,150,89.2486,-0.973218,0.345698,-0.447822,-26.3596,100.866
4001,28,168.176,139.479,150,91.1352,0.473388,-0.52241,0.217865,-26.3631,100.893
4002,28,159.076,139.319,150,89.4381,0.0855149,0.258617,0.0393567,-26.3681,100.894
4003,28,159.844,139.922,150,89.6431,-0.0336451,0.164262,-0.0154862,-26.3716,100.915
4004,28,164.118,144.454,150,90.1266,-1.03477,-0.0582832,-0.476285,-26.3691,100.926
4005,28,165.342,135.83,150,90.503,0.894832,-0.231447,0.411791,-26.3637,100.883
4006,28,162.238,142.579,150,89.8457,-0.297263,0.0709795,-0.136784,-26.364,100.857
4007,28,166.775,136.928,150,90.313,0.325036,-0.144019,0.149558,-26.3627,100.85
4008,28,168.888,139.004,150,90.7695,0.264852,-0.354131,0.121889,-26.3659,100.888
4009,28,161.866,136.116,150,89.6983,0.451952,0.138813,0.20796,-26.3631,100.855
4010,28,164.108,135.44,150,90.0146,0.433858,-0.00671822,0.199696,-26.3715,100.916
4011,28,166.488,142.12,150,90.8008,-0.986812,-0.368424,-0.454085,-26.3597,100.87
4012,28,166.903,142.142,150,90.2684,-0.288366,-0.123493,-0.13269,-26.3637,100.856
4013,28,161.719,136.344,150,89.7066,0.406275,0.134995,0.18694,-26.3629,100.852
4014,28,161.783,136.16,150,89.4991,0.677567,0.230486,0.311784,-26.3625,100.864
4015,28,161.303,142.964,150,89.4695,-0.733853,0.244076,-0.337687,-26.3625,100.867
4016,28,167.31,137.072,150,90.5419,0.498288,-0.24936,0.229281,-26.3621,100.855
4017,28,165.345,137.643,150,90.1027,0.153199,-0.0472792,0.0705082,-26.3697,100.898
4018,28,161.04,142.902,150,89.5278,-0.610051,0.217246,-0.280707,-26.362,100.856
4019,28,160.922,142.666,150,89.632,-0.438122,0.169302,-0.201589,-26.3619,100.847
4020,28,164.11,143.821,150,90.3324,-1.19934,-0.152938,-0.551973,-26.3649,100.908
4021,28,165.97,143.551,150,90.397,-0.742756,-0.182683,-0.341781,-26.3627,100.865
4022,28,162.326,143.702,150,89.7615,-0.557473,0.10973,-0.256527,-26.3642,100.866
4023,28,165.764,135.702,150,90.3794,0.654515,-0.174582,0.30118,-26.3633,100.866
4024,28,169.118,139.549,150,90.6176,0.051498,-0.284278,0.0237036,-26.3707,100.916
4025,28,158.71,139.751,150,89.298,0.0160568,0.323163,0.0073916,-26.3735,100.941
4026,28,160.745,137.225,150,89.6173,0.328362,0.176088,0.151088,-26.3624,100.849
4027,28,169.061,140.384,150,90.8841,-0.269496,-0.406879,-0.12404,-26.3679,100.909
4028,28,167.492,138.534,150,90.3024,0.118677,-0.139156,0.0546126,-26.366,100.871
4029,28,160.413,142.264,150,89.3781,-0.61716,0.28614,-0.283985,-26.3619,100.861
4030,28,159.504,141.154,150,89.1934,-0.470977,0.371164,-0.216739,-26.3638,100.878
4031,28,164.147,134.863,150,90.1032,0.974148,-0.0475017,0.448393,-26.3702,100.93
4032,28,159.442,138.622,150,89.2294,0.363495,0.35461,0.167278,-26.3644,100.879
4033,28,164.353,134.815,150,90.1041,0.744658,-0.0479225,0.342753,-26.3707,100.922
4034,28,162.536,142.964,150,89.8626,-0.343448,0.0632178,-0.158044,-26.3653,100.867
4035,28,165.789,136.974,150,90.7946,0.960177,-0.365613,0.441855,-26.3614,100.881
4036,28,165.195,135.689,150,90.4594,0.900364,-0.211401,0.414345,-26.3643,100.887
4037,28,160.264,139.009,150,88.9058,0.615088,0.503521,0.28307,-26.3623,100.888
4038,28,161.324,143.111,150,89.5535,-0.644178,0.205443,-0.296407,-26.3617,100.855
4039,28,163.943,134.921,150,89.9408,1.04936,0.0272582,0.483065,-26.3728,100.954
4040,28,163.517,135.178,150,89.9202,0.527502,0.036726,0.242772,-26.3684,100.896
4041,28,166.519,143.234,150,90.3888,-0.603887,-0.178876,-0.277871,-26.3623,100.856
4042,28,164.638,143.767,150,90.3869,-1.08134,-0.178021,-0.497665,-26.3655,100.905
4043,28,166.342,136.153,150,90.412,0.558434,-0.189577,0.256953,-26.362,100.853
4044,28,167.583,137.407,150,90.4612,0.356785,-0.212193,0.164165,-26.3619,100.847
4045,28,160.806,137.318,150,89.2951,0.640539,0.324337,0.294752,-26.3623,100.868
4046,28,169.081,140.468,150,90.8167,-0.249514,-0.375871,-0.114838,-26.3673,100.901
4047,28,164.703,138.129,150,90.0491,0.101972,-0.0225804,0.0469343,-26.3712,100.909
4048,28,165.564,135.534,150,90.3119,0.618606,-0.143522,0.284657,-26.3638,100.866
4049,28,165.782,139.881,150,90.116,-0.0308904,-0.0533974,-0.0142195,-26.3745,100.934
4050,28,162.781,144.07,150,89.7627,-0.693522,0.109178,-0.31914,-26.3645,100.873
4051,28,162.845,136.255,150,89.3784,1.03613,0.286005,0.4768,-26.3616,100.88
4052,28,167.149,142.389,150,90.671,-0.753965,-0.308736,-0.346934,-26.3611,100.863
4053,28,159.943,141.914,150,89.4344,-0.44881,0.260261,-0.206515,-26.3622,100.855
4054,28,160.401,140.92,150,88.9338,-0.749864,0.490566,-0.345064,-26.3597,100.872
4055,28,166.5,136.296,150,90.4292,0.543526,-0.197481,0.250094,-26.3622,100.854
4056,28,163.17,135.631,150,89.8926,0.418562,0.0494343,0.192634,-26.3687,100.895
4057,28,165.982,137.144,150,90.8216,0.930102,-0.37801,0.427997,-26.3603,100.872
4058,28,163.322,143.602,150,89.5742,-1.11133,0.19595,-0.511447,-26.3642,100.898
4059,28,169.025,140.475,150,90.8561,-0.285657,-0.39399,-0.131468,-26.3661,100.894
4060,28,162.839,135.299,150,89.7735,0.601704,0.104244,0.276884,-26.3644,100.869
4061,28,164.314,143.752,150,90.372,-1.16202,-0.171189,-0.534774,-26.3639,100.898
4062,28,165.046,135.372,150,90.1707,0.525207,-0.0785732,0.241701,-26.3668,100.884
4063,28,168.941,139.054,150,90.6447,0.172039,-0.296712,0.0791788,-26.3679,100.897
4064,28,163.473,144.291,150,89.7713,-0.938048,0.105267,-0.431731,-26.3674,100.908
4065,28,165.098,135.222,150,90.2573,0.677709,-0.118381,0.311871,-26.3651,100.878
4066,28,168.51,138.585,150,90.5305,0.206068,-0.244119,0.0948259,-26.3644,100.866
4067,28,169.009,140.61,150,90.6349,-0.197405,-0.292217,-0.0908526,-26.3678,100.896
4068,28,158.887,140.485,150,89.2273,-0.229273,0.355618,-0.105526,-26.3685,100.908
4069,28,168.746,140.615,150,90.5063,-0.155257,-0.233037,-0.071456,-26.3689,100.899
4070,28,164.937,142.218,150,90.0716,-0.229607,-0.0329603,-0.105674,-26.3694,100.896
4071,28,166.122,136.101,150,90.4981,0.694397,-0.22917,0.31953,-26.3626,100.865
4072,28,162.55,135.452,150,89.6993,0.635201,0.138391,0.292306,-26.3648,100.875
4073,28,166.387,136.283,150,90.3414,0.45369,-0.157077,0.208751,-26.3618,100.846
4074,28,160.467,142.125,150,89.6183,-0.351829,0.175611,-0.161886,-26.3624,100.849
4075,28,160.523,138.886,150,89.7161,0.0761651,0.130648,0.0350524,-26.3681,100.887
4076,28,163.354,144.373,150,89.8665,-0.694681,0.06146,-0.319732,-26.3694,100.91
4077,28,168.758,140.086,150,90.4797,-0.0604091,-0.220786,-0.0278048,-26.3709,100.913
4078,28,164.097,134.736,150,90.0309,0.766537,-0.0142426,0.352867,-26.3739,100.947
4079,28,166.673,142.982,150,90.5268,-0.735951,-0.242393,-0.338653,-26.3625,100.867
4080,28,165.596,135.88,150,90.2155,0.432279,-0.0991486,0.198919,-26.3647,100.866
4081,28,162.194,142.42,150,89.295,-1.12037,0.324346,-0.515541,-26.3594,100.872
4082,28,160.737,137.744,150,89.18,0.689031,0.377308,0.317066,-26.3614,100.868
4083,28,161.195,138.324,150,88.9893,0.855854,0.465009,0.393835,-26.3595,100.873
4084,28,160.98,142.178,150,89.2472,-0.833465,0.346363,-0.383528,-26.3611,100.87
4085,28,164.539,135.027,150,90.1064,0.597732,-0.0489455,0.275104,-26.3692,100.904
4086,28,165.72,140.857,150,90.1159,-0.110264,-0.0533472,-0.0507511,-26.3714,100.91
4087,28,166.82,137.326,150,90.7719,0.74936,-0.355165,0.344826,-26.3613,100.868
4088,28,161.04,137.562,150,89.1884,0.745851,0.373436,0.343212,-26.3612,100.869
4089,28,163.492,141.153,150,89.967,-0.126735,0.0151775,-0.0583391,-26.3746,100.935
4090,28,163.818,139.221,150,89.9889,0.0158234,0.00512866,0.00728498,-26.3786,100.965
4091,28,164.476,134.929,150,90.2013,0.865766,-0.0926237,0.398487,-26.3694,100.919
4092,28,164.15,135.057,150,90.1848,1.06919,-0.0850706,0.49215,-26.3702,100.937
4093,28,165.62,135.724,150,90.4386,0.758239,-0.201807,0.348918,-26.3634,100.872
4094,28,163.355,138.312,150,89.9565,0.0859259,0.0200361,0.0395515,-26.3731,100.923
4095,28,164.042,134.972,150,90.0569,1.08038,-0.0261755,0.497335,-26.372,100.95
4096,28,158.688,139.963,150,89.0956,-0.0608544,0.416336,-0.0280148,-26.3732,100.949
4097,28,165.243,135.588,150,90.4305,0.853879,-0.198084,0.392954,-26.3647,100.887
4098,28,161.284,143.037,150,89.6384,-0.516759,0.166362,-0.237772,-26.3618,100.849
4099,28,158.998,139.542,150,89.0386,0.221676,0.442484,0.102031,-26.3678,100.912
4100,28,160.903,138.064,150,89.0793,0.768786,0.423647,0.353783,-26.3616,100.879
4101,28,167.595,137.967,150,90.3559,0.21001,-0.163782,0.0966369,-26.3642,100.86
4102,28,163.936,144.324,150,90.0987,-1.19633,-0.0454486,-0.550694,-26.3705,100.947
4103,28,160.06,137.82,150,89.3284,0.467937,0.309019,0.215324,-26.3626,100.863
4104,28,162.36,136.039,150,89.7957,0.396302,0.0940242,0.182359,-26.3641,100.86
4105,28,160.409,142.174,150,89.3354,-0.644603,0.305814,-0.29662,-26.3623,100.867
4106,28,166.477,143.036,150,90.534,-0.79261,-0.245696,-0.364724,-26.3622,100.867
4107,28,160.429,137.35,150,89.5184,0.384846,0.221595,0.177075,-26.3615,100.846
4108,28,159.087,139.013,150,89.2541,0.244243,0.343269,0.112402,-26.3655,100.884
4109,28,160.719,141.258,150,89.7281,-0.180328,0.125101,-0.0829803,-26.365,100.864
4110,28,167.469,141.32,150,90.3015,-0.196364,-0.13874,-0.0903551,-26.3637,100.854
4111,28,162.335,137.233,150,89.8582,0.204524,0.0652446,0.0941173,-26.3661,100.871
4112,28,161.016,137.949,150,89.0971,0.78591,0.415452,0.361649,-26.3607,100.872
4113,28,163.749,140.081,150,89.9848,-0.0451389,0.00698045,-0.0207827,-26.3799,100.975
4114,28,168.945,139.785,150,91.0887,0.199616,-0.501113,0.0918874,-26.3696,100.934
4115,28,159.908,141.78,150,89.3237,-0.526868,0.311168,-0.242444,-26.3627,100.866
4116,28,166.542,141.899,150,90.8548,-0.995461,-0.393298,-0.458081,-26.3602,100.877
4117,28,163.842,135.206,150,89.7574,1.10379,0.111661,0.508039,-26.3679,100.923
4118,28,159.008,139.983,150,88.9031,-0.199068,0.504875,-0.0916349,-26.3694,100.933
4119,28,168.012,141.195,150,90.9202,-0.633332,-0.423422,-0.291459,-26.363,100.884
